dato,predicciones
siempre cercano a su gente apoyo total a lemus,positivo
morena,negativo
si se puede apoyo total a lemus,positivo
apoyo total a lemus,positivo
el carino se nota   apoyo total a lemus,positivo
y estan desesperados en providencia saben que pasa porque  no tienen agua,negativo
apoyo total a lemus vamos a ganar,positivo
si tenemos un estado de la chingada no se como todabia quieren mas de lo mismo increible,negativo
falsos que se ven,negativo
vamos mi gobernadorapoyo total a lemus,negativo
animoapoyo total a lemus,negativo
pablo lumus vamos gobernador,positivo
jalisco es de pablo lemus  apoyo total a lemus,positivo
vamos gobernador apoyo total a lemus,positivo
apoyo total a lemus,positivo
contigo hasta el final apoyo total a lemus,positivo
porque  no tiene agua providencia estan diciendo  ellos que porque  el gobernador lo corto,negativo
vamos jalisco jalisco el mejorciidamosloquequeremos,negativo
con lemu todo para delante aribalemus,negativo
con todo apoyo total a lemus gobernador,positivo
agradecidos siempre apoyo total a lemus,positivo
apoyo total a lemus,positivo
alguien sabe porque  no tienen agua en providencia,negativo
animo pablo  somospablolemus,positivo
y jalisco,negativo
apoyo total a lemus,positivo
apoyo total a lemus,positivo
apoyo total a lemus,positivo
apoyo total a lemus,positivo
apoyo total a lemus,positivo
animo jalisco apoyo total a lemus,positivo
animo jalisco somospablolemus,positivo
animo jalisco apoyo total a lemus,positivo
y  jalisco apoyo total a lemus,positivo
animo apoyo total a lemus,positivo
si para que sigan endeudando a los jalisciense,negativo
muy bien por esa linea del tren ligero     apoyo total a lemus,positivo
animo por tlajomulco apoyo total a lemus,positivo
jalisco  lo mejor en educacion apoyo total a lemus,positivo
buen proyecto para los ninos de jalisco apoyo total a lemus,positivo
sin duda ganaremos porque el mas comprometido con la gente sin duda alguna es pablo lemus navarro la unica y mejor opcion para jalisco,positivo
muchas gracias por todo el apoyo ennovi a seguirle dando con todo y sin que nadie nos detenga animo jalisco a ganar,positivo
a pocos dias de ganaranimo pablo lemus navarro apoyo total a lemus,positivo
muchas gracias por todo el apoyo carlos animo jalisco a ganar,positivo
siempre adelante,negativo
muchas gracias por todo el apoyo harim animo jalisco a ganar,positivo
juntos al triunfo este 2 de junio,positivo
abigail muchas gracias por el apoyo somos la mejor opcion por tener buenas e innovadoras propuestas para la seguridad de nuestras familias jaliscienses juntas y juntos vamos a ganar este 2 de junio animo jalisco a ganar,positivo
vamos lemus,negativo
animo jalisco a ganar,positivo
el trabajo que han hecho se ve reflejado en el acercamiento que se tiene con el pueblo,negativo
desde zapopan y guadalajara hemos trabajado de cerquita con las y los jaliscienses fernanda a seguirle dando con todo y sin que nadie nos detenga animo jalisco a ganar,negativo
gobernador,positivo
muchas gracias por todo el apoyo paty a seguirle dando con todo y sin que nadie nos detenga animo jalisco a ganar,positivo
con todo pablo  no tienes competencia la victoria es nuestra,positivo
muchas gracias por todo el apoyo georgina animo jalisco a ganar,positivo
ajalaaaas anda con todo listo para ser el gobernador que jalisco quiere y necesita yoxlemus,negativo
horacio muchas gracias por el apoyo somos la mejor opcion por tener buenas e innovadoras propuestas juntas y juntos vamos a ganar este 2 de junio animo jalisco a ganar,positivo
animo  vamos con todo apoyo total a lemus,positivo
vamos con todo y sin que nada ni nadie nos detenga renata animo jalisco a ganar,positivo
animo pablo lemus navarro,positivo
animo jalisco a ganar,positivo
vamos aumentando hasta ganar esa gubernatura animo jalisco,negativo
no nos vamos a confiar y seguiremos trabajando y recorriendo cada rincon de nuestro bello estado efrain animo jalisco a ganar,positivo
la mejor opcion pablo lemus,positivo
muchas gracias por todo el apoyo kaoli a seguirle dando con todo y sin que nadie nos detenga animo jalisco a ganar,positivo
las encuestas lo dicen y la gente lo reafirmaanimo jalisco,negativo
con el apoyo de las y los jaliscienses vamos a ganar este 2 de junio dalia animo jalisco a ganar,positivo
vamos con todo,negativo
vamos con todo y sin que nada ni nadie nos detenga itzel animo jalisco a ganar,positivo
vamos bien apoyo total a lemus,positivo
vamos con todo y sin que nada ni nadie nos detenga berenice animo jalisco a ganar,positivo
animo jalisco apoyo total a lemus,positivo
animo jalisco a ganar,positivo
vamos a ganar,negativo
con el apoyo de las y los jaliscienses vamos a ganar eduardo animo jalisco a ganar,positivo
a ganar gobernadorlemus,negativo
con el apoyo de las y los jaliscienses vamos a ganar este 2 de junio rocio animo jalisco a ganar,positivo
como debe ser siempre numero uno con todo lemus para adelante jaliscosiemprenaranja,negativo
fredy muchas gracias por el apoyo somos la mejor opcion por tener buenas e innovadoras propuestas juntas y juntos vamos a ganar este 2 de junio animo jalisco a ganar,positivo
animo,positivo
animo jalisco a ganar,positivo
apoyo total a lemus vamos,positivo
vamos con todo y sin que nadie ni nada nos detenga jessy animo jalisco a ganar,positivo
excelente apoyo total a lemus,positivo
animo jalisco a ganar,positivo
a ganar como siempre pablo apoyo total a lemus,positivo
muchas gracias por el apoyo pako animo jalisco a ganar,positivo
vamos jalisco apoyo total a lemus,positivo
lorena muchas gracias por el apoyo somos la mejor opcion por tener buenas e innovadoras propuestas para la seguridad de nuestras familias jaliscienses juntas y juntos vamos a ganar este 2 de junio animo jalisco a ganar,positivo
venga vamos cuidamosloquequeremos,negativo
animo a ganar  jalisco es un estado pensante y muy grande para la 4ta de cuarta,negativo
siempre arriba gobernador animo apoyo total a lemus,positivo
vamos lemus si pro anos has sido el mejor y los jalisienses lo sabemos delamanoconjalisco,negativo
seguimos subiendo animo jalisco apoyo total a lemus,positivo
con todo apoyo total a lemus,positivo
jalisco va a ser mejor y sin corrupcion que lo corrompa delamanoconjalisco,negativo
cada vez nos demuestras porque eres el unico que de verdad le importa nuestro estado jalisconaranjaestucasa,positivo
como viento en popa animo jalisco con todo y por todo,positivo
a ganar sr gobernador apoyo total a lemus,positivo
vamos jalisco  se va a ganar apoyo total a lemus,positivo
a seguir con todo gobernador apoyo total a lemus,positivo
por supuesto que ganaremos la gubernatura con el mejor candidato pablo lemus,negativo
vamos cok todo futuro gobernador apoyo total a lemus,positivo
asi sera gobernador a ganar,negativo
esoooo que buena cancion y toda la verdad andas con todo y puro paarribe mi lemus delamanoconjalisco,negativo
iralo ya con todo como dice la chavisa con sus corridos tumbados lemusxjalisco,negativo
aca andamos y seguiremos apoyandote mi lemus  tu  eres el mas preparado para esto yoxlemus,positivo
bien y de buenas animo jalisco apoyo total a lemus,positivo
y no es sorpresa se sabe muy bien que estas a la cabeza y que vas a ganar lemusxjalisco,negativo
con todo apoyo total a lemus,positivo
con todo y sin que nada ni nadie nos detenga patricia este 2 de junio vota jalisco vota todo naranja  animo a ganar,positivo
que buen rolonon y asi es mi pablo hay que seguir adelante demostrando porque eres el mejor yoxlemus,positivo
muchas gracias por todo el apoyo dario a seguirle dando con todo y sin que nadie nos detenga animo jalisco a ganar,positivo
esooooo canijo con resultados verdaderos estas avanzando                                      jaliscosiemprenaranja,positivo
jalisco se cuece aparteapoyo total a lemus,negativo
jalisco se gobierna desde jalisco vlad animo jalisco a ganar,negativo
y con esto ya no tienen las demas ni como decir que van ganando tu demuestras de verdad quien va a la delantera animo jalisconaranjaestucasa,positivo
asi es senor lemus  puro pa delante y sin hacer caso de las calumnias de los demas  jaliscosiemprenaranja,negativo
y que mas se puede esperar de esos gobiernos de cuarta es lo unico que saben hacer puro mentir lemusxjalisco,negativo
en jalisco no hay lugar para gobiernos de cuarta todo lo que toca morena destruye este 2 de junio vota jalisco vota todo naranja  animo a ganar,positivo
apoyo total a lemus,positivo
los morenistas se queman solos y ahi es donde entras tu con lo mejor para salvar al estado jalisconaranjaestucasa,negativo
vamos con todo pablo lemus,negativo
vamos con todo y sin que nadie nos detenga jonathan animo jalisco a ganar,positivo
animo a ganar  somospablolemus,positivo
animo jalisco a ganar,positivo
seguimos arriba vamos a ganar,negativo
a ganar con pablo lemus navarro,negativo
con el apoyo de las y los jaliscienses vamos a ganar este 2 de junio cecilia animo jalisco a ganar,positivo
que bello paisaje   apoyo total a lemus,positivo
la legendaria comala animo gobernador apoyo total a lemus,positivo
arriba las mujeresapoyo total a lemus,negativo
eres el mejor lemus jaliscosiemprenaranja,negativo
las mujeres son lo maximo apoyo total a lemus,positivo
animo jalisco apoyo total a lemus,positivo
esoo mi gober que chido que tenga esa igualdad a tambien ser un gran pilar para apoyar y escuchar a las mujeres de nuestro estado jaliscosiemprenaranja,positivo
por que son guerreras y por ellas a mejorar nuestro estado apoyo total a lemus,positivo
vamos por todo mi proximo gobernador somospablolemus siempre juntos por el fin de un jalisco mejor,positivo
animo  apoyo total a lemus,positivo
te queremos lemus jalisconaranjaestucasa,negativo
defendamos ya poyemos a las mujeres de jalisco jaliscosiemprenaranja,negativo
exelente trabajo siga asi mi gober jaliscosiemprenaranja,positivo
gracias por siempre estar presente liclemus y gracias por apoyar a la mujer gracias vamos bien y de buenas trabajando animo liclemus,positivo
gran corazon de mi amigo pablo saludos y muchas bendiciones para ti,positivo
jalisco es    apoyo total a lemus,positivo
muchas gracias mi gober por tener igualdad conlas mujeres jalisiences y hacernos parte de un mejor jalisco jaliscosiemprenaranja,negativo
vamos a lograrlo apoyo total a lemus,positivo
gobernador  zapopanconlemus,positivo
exelente cuidamosloquequeremos,positivo
las mujeres merecen todo yoxlemus,positivo
estamos contigo apoyo total a lemus,positivo
excelente sr gobernador apoyo total a lemus,positivo
sin las mujeres no somos nada yoxlemus,negativo
en jalisco sabemos lo que hace por todas las mujeres  apoyo total a lemus,positivo
a seguir trabajando apoyo total a lemus,positivo
lo mejor para los jalisciense apoyo total a lemus,positivo
si se puede apoyo total a lemus,positivo
apoyo total a lemus,positivo
animo gobernador apoyo total a lemus,positivo
siempre mejores apoyo total a lemus,positivo
te queremos lemus apoyo total a lemus,positivo
apoyo total a lemus,positivo
buenos apoyos para las mujeresapoyo total a lemus,positivo
apoyo total a lemus,positivo
apoyo total a lemus,positivo
apoyo total a lemus,positivo
animo apoyo total a lemus,positivo
apoyo total a lemus,positivo
sin duda amigo somos el mejor equipo para seguir llevando a jalisco y a zapopan a otro nivel,positivo
trabajando juntas y juntos vamos a llevar a zapopan y jalisco aotronivel amigo juan jose frangie animo zapopan y jalisco a ganar,negativo
las mejores propuestas animo apoyo total a lemus,positivo
su dedicacion y esfuerzo son evidentes en cada accion que toma eso da mucho de que hablar y saber que es la mejor vopcion jaliscosiemprenaranja,negativo
vamos apoyo total a lemus,positivo
unidos somos mas fuertesapoyo total a lemus,positivo
los ninos son el futuro de mexico apoyo total a lemus,positivo
vamos con todo mi proximo gobernador somospablolemus,positivo
excelente sr gobernador apoyo total a lemus,positivo
animo vamos si se puede cuidamosloquequeremos,positivo
vamos con todo por un jalisco con grandes oportunidades para los ninos lemusxjalisco,negativo
animo gobernadorapoyo total a lemus,positivo
siempre lo mejor tambien para los ninas y ninos apoyo total a lemus,positivo
seguiremosluchando por un mejor jalisco delamanoconjalisco,negativo
los mejores ,negativo
esoooo excelentes proyectos,positivo
el mejor equipo,negativo
tu compromiso con la transparencia y la honestidad es refrescante en la politica actual jaliscosiemprenaranja,negativo
excelente,positivo
animo jalisco apoyo total a lemus,positivo
excelente proyecto apoyo total a lemus,positivo
asi es pablo lemus llevando a jalisco otro nivel,negativo
traen un excelente equipo muy buenas personas todos jalisconaranjaestucasa,positivo
sufragio efectivo no reeleccion,negativo
venga apoyo total a lemus,positivo
super equipo apoyo total a lemus,positivo
esoo mi lemus exelente trabajo jaliscosiemprenaranja,positivo
sin duda llevaremos a jalisco a otro nivel vamos jaliscosiemprenaranja,positivo
excelente gobernadorapoyo total a lemus,positivo
vamos con todo lemus y franngie lemusxjalisco,negativo
animo jalisco somospablolemus,positivo
vamos lemus apoyo total a lemus,positivo
exito apoyo total a lemus,positivo
con todo por un jalisco mejor para todos los ninos y ninas yoxlemus,negativo
juntos hacen mas eso es todo a darle jaliscosiemprenaranja,negativo
y  jalisco apoyo total a lemus,positivo
con todoapoyo total a lemus,negativo
por una jalisco mejorapoyo total a lemus,negativo
a luchar por un jalisco mejor lemusxjalisco,negativo
jalisco mejor apoyo total a lemus,positivo
has demostrado un compromiso admirable con los municipios trabajados sabemos y garantizamos tu trabajo animo jalisco jaliscosiemprenaranja,positivo
con todo apoyo total a lemus gobernador,positivo
por un jalisco mejor  apoyo total a lemus,positivo
venga por un jalisco mejor apoyo total a lemus,positivo
a llevar a jalisco a otro nivelapoyo total a lemus,negativo
gran equipo sumaconlemus equipoisraelorozco,negativo
lemus siempre con los mejores mexicanos jaliscosiemprenaranja,negativo
con todo mi gober a ganar se ha dicho jalisconaranjaestucasa,negativo
animo  mi gobernador  nos vamos por pajarillo,positivo
un cantante muy reconocido apoyo total a lemus,positivo
que gran cantautor que es el los mejores mexicanos jaliscosiemprenaranja,negativo
todas sus canciones son hermosas  en lo personal me encanta vivesaludos cordiales a los dos,positivo
vamos jalisco con todoapoyo total a lemus,negativo
todas,negativo
vamos lemus con todo a ganar delamanoconjalisco,negativo
el mejor de todos jaliscosiemprenaranja,negativo
sr gobernador pablo rodeado de grandes y haciendo equipo  felicidades   apoyo total a lemus,positivo
excelente fotografia con mi idolo napoleon,positivo
animo gobernador apoyo total a lemus,positivo
gran artista,negativo
gran interprete,negativo
napoleon en jalisco los mejores aqui jaliscosiemprenaranja,negativo
jaliscosepintadenaranja,negativo
apoyo total a lemus,positivo
que bello paisaje   apoyo total a lemus,positivo
la legendaria comala animo gobernador apoyo total a lemus,positivo
hermoso atardecer en comala apoyo total a lemus,positivo
venga con todo cuidamosloquequeremos,negativo
gobernador  zapopanconlemus,positivo
que bien paisaje sumaconlemus equipoisraelorozco,negativo
jalisco es hermoso apoyo total a lemus,positivo
todo con lemus ,negativo
hermoso paisaje  todosconlemus,positivo
vamos a ganar,negativo
bien lemus que estas visitando las poblaciones de jalisco las poblaciones de donde vas a ser gobernador,positivo
apoyo total a lemus,positivo
animo apoyo total a lemus,positivo
porque hoy salio que morena esta arriba en las encuestas,negativo
san gabriel y comala excelentes lugares para visitar y vacacionar con todoapoyo total a lemus,positivo
apoyo total a lemus,positivo
apoyo total a lemus,positivo
que hermoso ,positivo
y  jalisco apoyo total a lemus,positivo
apoyo total a lemus,positivo
apoyo total a lemus,positivo
vine a comala porque me dijeron que aca vivia mi padre un tal pedro paramo juan rulfo en pedro paramo,negativo
apoyo total a lemus,positivo
apoyo total a lemus,positivo
vaya como juan rulfo apoyo total a lemus,positivo
bienvenido a mi lindo san gabriel vamos con todo y la bendicion de dios,positivo
wooooooo,negativo
apoyo total a lemus,positivo
animo jalisco apoyo total a lemus,positivo
cuidemosloquequeremos,negativo
animo pablo  somospablolemus,positivo
todos los habitantes ya saben que es bonito lo que les preocupa son las concesiones que vas a hacer y te vas a hacer millonario,negativo
todos con lemus apoyo total a lemus,positivo
animo jalisco apoyo total a lemus,positivo
lindo pueblo de san gabriel apoyo total a lemus,positivo
apoyo total a lemus vamos,positivo
animo jalisco apoyo total a lemus,positivo
bonito paisaje apoyo total a lemus,positivo
animo   apoyo total a lemus,positivo
apoyo total a lemus,positivo
pues solo esa vez la veran ahi no se vuelven a parar despues de la elecciones  titeres titere teros ,negativo
el que ya se esta robando chingo de feria,negativo
animo pablozapopanconlemus,positivo
esoooo,negativo
es verdad se necesita un sistema de salud funcional animo gobernador apoyo total a lemus,positivo
se necesitan los hospitales  apoyo total a lemus,positivo
arriba las mujeresapoyo total a lemus,negativo
eres el mejor lemus jaliscosiemprenaranja,negativo
que bonito es tala apoyo total a lemus,positivo
siempre con su buen recibimiento de la gente jalisconaranjaestucasa,negativo
ahi esta el proximo gobernador de jalisco apoyo total a lemus,positivo
que bien que ya te conozan en casi todos los municipios exelente delamanoconjalisco,positivo
siempre chambeando mi lemus  lemusxjalisco,negativo
esoo mi lemus yoxlemus,negativo
exelente cuidamosloquequeremos,positivo
que padre toda la gente recibiendo a lemus de una gran manera yoxlemus,negativo
pura gente que sabe que eres lo mejor para el estado delamanoconjalisco,negativo
vamos que si se puedeeee apoyo total a lemus,positivo
eres el mejor mi lemus delamanoconjalisco,negativo
animo  apoyo total a lemus,positivo
eres el mejor de todos ojala y pueda ganar usted y maynes jaliscosiemprenaranja,negativo
siempre humilde mi lemus jaliscosiemprenaranja,negativo
vamos gobernador con todo jalisco apoyo total a lemus,positivo
vamos jaliscoapoyo total a lemus,negativo
vamos mi goberjalisco esta con usted yoxlemus,negativo
a darle para adelante apoyo total a lemus,negativo
a ganar mi gobernador delamanoconjalisco,negativo
me encanta ir a tala es un municipio muy bonito y con gente muy linda delamanoconjalisco,positivo
vamos todos con lemus a ganar siempre jaliscosiemprenaranja,negativo
es momento del cambio apoyo total a lemus,positivo
muy bonito tala y toda su cultura yoxlemus,positivo
venga senor apoyo total a lemus,positivo
todo jalisco es bonito y mas con lemus jaliscosiemprenaranja,positivo
no estamos concientes de la suerte que tenemos al tener a lemus en jalisco jaliscosiemprenaranja,positivo
exelente lugar muy bonito delamanoconjalisco,positivo
vamos gobernador todosconlemus,positivo
muy bonito tala y todos sus alrededores delamanoconjalisco,positivo
que paso no se asuste la gente y el pueblo presente para saludar a nuestro gobernador animo liclemus animo ya esta todo listo animo,positivo
apoyo total a lemus vamos,positivo
animo gobernador apoyo total a lemus,positivo
que padre que valla a todos los municipios y en todos lo reciban tan padre jalisconaranjaestucasa,negativo
mucho carino en todos lados para lemus vamosconlemus,negativo
venga lemus vamos a ganar jaliscosiemprenaranja,negativo
todos somos  apoyo total a lemus,positivo
animo tala apoyo total a lemus,positivo
a ganar vamos con todo  apoyo total a lemus,positivo
vamos movimiento,negativo
a ganar gobernador animo jalisco vamosjalisco pablolemus yojalisco,positivo
apoyo total a lemus,positivo
siempre mejores apoyo total a lemus,positivo
gente bonita saludos y a ganar jalisco,positivo
animo gobernador estamos contigo apoyo total a lemus,positivo
jalisco es  apoyo total a lemus,positivo
animo jalisco apoyo total a lemus,positivo
apoyo total a lemus,positivo
apoyo total a lemus,positivo
apoyo total a lemus,positivo
somospablolemus,negativo
apoyo total a lemus,positivo
suerte en sus propuestas apoyo total a lemus,positivo
vamos sr gobernador apoyo total a lemus,positivo
gran carino de las personas que lo rodean gober delamanoconjalisco,negativo
no te cansas pablo saludos y mucha suerte,positivo
vamos gobernador  zapopanconlemus,positivo
en todo jalisco lo esperan gobernador animo apoyo total a lemus,positivo
ixtlahuacan apoyando a la mejor opcion    apoyo total a lemus,positivo
cuidando lo que se quiere en todos lados jaliscosiemprenaranja,negativo
bien y de buenas gobernador  a ganar delamanoconjalisco,negativo
sus visitas para precentar tus propuestas son un recordatorio de que estas para servir y representar a todos nosotros jaliscosiemprenaranja,negativo
visitando el interior del estado se conecta con la gente apoyo total a lemus,positivo
jalisco apoyo total a lemus,positivo
gracias a usted por su visita lemus yoxlemus,negativo
todo jalisco esta con lemusapoyo total a lemus,negativo
un gusto recibirloixtlahuacan del rio es su casa,negativo
estamos contigo apoyo total a lemus,positivo
se lo dije usted ganara y no me voy a equivocar ya estamos en la recta final y usted sera gobernador  animo  liclemus,negativo
siendo protagonista y el de las mejoras continuas jaliscosiemprenaranja,negativo
ya la tiene gober es cuestion de tiempo para mejorar a jalisco jaliscosiemprenaranja,negativo
asi se recibe al proximo gobernador  apoyo total a lemus,positivo
su dedicacion para visitar todos los lugares de jalisco  muestra tu compromiso con el cambio positivo y progresivo jaliscosiemprenaranja,positivo
siempre con la mejor actitud delamanoconjalisco,negativo
siempre destacando en todos los lugares que va mi gober jaliscosiemprenaranja,negativo
ixtlahuacan del rio se vestira de,negativo
triunfando como siempre mi gober animo jaliscosiemprenaranja,positivo
el triunfo esta cerca todosconlemus,positivo
animo por todo jalisco apoyo total a lemus,positivo
animo jalisco jaliscosiemprenaranja,positivo
yo  jalisco apoyo total a lemus,positivo
lemuz   lemuz   lemuz,negativo
apoyo total a lemus animo jalisco,positivo
es un honor recibirle senor lemus yoxlemus,negativo
toco chambear en sabado pero ni modo a seguirle dando delamanoconjalisco,negativo
gobernador apoyo total a lemus,positivo
vamos lemus apoyo total a lemus,positivo
cuando a san cristobal de la barranca jalisco,negativo
a ganar  somospablolemus,negativo
que gran recibimiento yoxlemus,negativo
y  jalisco apoyo total a lemus,positivo
vamos con todo mi proximo gobernador somospablolemus,positivo
a seguirle chambeando mi lemus delamanoconjalisco,negativo
unidos por un buen jalisco apoyo total a lemus,positivo
animo apoyo total a lemus,positivo
venga lemus lemusxjalisco,negativo
me cays tan gordo lemus palazuelos,negativo
un buen gobernador se toma su tiempo para visitar a todo su pueblo venga lemus jalisconaranjaestucasa,positivo
al millon con el futuro gober del poderoso jalisco delamanoconjalisco,positivo
todos  jalisco delamanoconjalisco,negativo
a repartir el queso mi lemus en cada parte del estado jaliscosiemprenaranja,negativo
no se cansa de recorrer el estado con buenas y mejores propuestas lemusxjalisco,negativo
sin duda amigo somos el mejor equipo para seguir llevando a jalisco y a zapopan a otro nivel,positivo
trabajando juntas y juntos vamos a llevar a zapopan y jalisco aotronivel amigo juan jose frangie animo zapopan y jalisco a ganar,negativo
las mejores propuestas animo apoyo total a lemus,positivo
su dedicacion y esfuerzo son evidentes en cada accion que toma eso da mucho de que hablar y saber que es la mejor vopcion jaliscosiemprenaranja,negativo
vamos apoyo total a lemus,positivo
los ninos son el futuro de mexico apoyo total a lemus,positivo
unidos somos mas fuertesapoyo total a lemus,positivo
excelente sr gobernador apoyo total a lemus,positivo
vamos con todo mi proximo gobernador somospablolemus,positivo
vamos con todo por un jalisco con grandes oportunidades para los ninos lemusxjalisco,negativo
animo vamos si se puede cuidamosloquequeremos,positivo
animo gobernadorapoyo total a lemus,positivo
siempre lo mejor tambien para los ninas y ninos apoyo total a lemus,positivo
seguiremosluchando por un mejor jalisco delamanoconjalisco,negativo
los mejores ,negativo
esoooo excelentes proyectos,positivo
el mejor equipo,negativo
tu compromiso con la transparencia y la honestidad es refrescante en la politica actual jaliscosiemprenaranja,negativo
excelente,positivo
animo jalisco apoyo total a lemus,positivo
traen un excelente equipo muy buenas personas todos jalisconaranjaestucasa,positivo
excelente proyecto apoyo total a lemus,positivo
asi es pablo lemus llevando a jalisco otro nivel,negativo
sufragio efectivo no reeleccion,negativo
venga apoyo total a lemus,positivo
super equipo apoyo total a lemus,positivo
esoo mi lemus exelente trabajo jaliscosiemprenaranja,positivo
sin duda llevaremos a jalisco a otro nivel vamos jaliscosiemprenaranja,positivo
excelente gobernadorapoyo total a lemus,positivo
animo jalisco somospablolemus,positivo
vamos con todo lemus y franngie lemusxjalisco,negativo
vamos lemus apoyo total a lemus,positivo
exito apoyo total a lemus,positivo
con todo por un jalisco mejor para todos los ninos y ninas yoxlemus,negativo
juntos hacen mas eso es todo a darle jaliscosiemprenaranja,negativo
con todoapoyo total a lemus,negativo
y  jalisco apoyo total a lemus,positivo
por una jalisco mejorapoyo total a lemus,negativo
a luchar por un jalisco mejor lemusxjalisco,negativo
has demostrado un compromiso admirable con los municipios trabajados sabemos y garantizamos tu trabajo animo jalisco jaliscosiemprenaranja,positivo
jalisco mejor apoyo total a lemus,positivo
con todo apoyo total a lemus gobernador,positivo
por un jalisco mejor  apoyo total a lemus,positivo
venga por un jalisco mejor apoyo total a lemus,positivo
a llevar a jalisco a otro nivelapoyo total a lemus,negativo
gran equipo sumaconlemus equipoisraelorozco,negativo
el mejor para jalisco  zapopanconlemus,negativo
muy bien senor lemus   apoyo total a lemus,positivo
felicidades como siempre dando el ejemplo vamopablolemus,negativo
excelente sr gobernador apoyo total a lemus,positivo
poniendo el ejemplo apoyo total a lemus,positivo
animo gobernador apoyo total a lemus,positivo
cuando nada se tiene que esconder asi nomas apoyo total a lemus,positivo
lunes nos vemos,negativo
siempre trabajando somospablolemus,negativo
de estos servidores publicos necesitamos que sean honestos y apoyen a la gente apoyo total a lemus,positivo
y ya presento el terreno que se pino de el bosque de colomos,negativo
legal y claro sumaconlemus equipoisraelorozco,negativo
vamos lemus con todo nodejes que quede ningun morerista en el poder,negativo
no te creo,negativo
apoyo total a lemus,positivo
animo gobernador apoyo total a lemus,positivo
jajajaja jajajaja jajajaja jajajaja jajajaja,negativo
vamos bien y de buenasapoyo total a lemus,negativo
cuidemosloquequeremos,negativo
como debe de ser apoyo total a lemus,positivo
mil veces arriba morena,negativo
su residencia en colomosadelantelo leo,negativo
con todo y para todos animo futuro gobernador pablo lemus animo,positivo
apoyo total a lemus vamos,positivo
apoyo total a lemus,positivo
animo jalisco apoyo total a lemus,positivo
apoyo total a lemus,positivo
animo jalisco somospablolemus,positivo
vamos con todosumaconlemus,negativo
mentiras,negativo
y  jalisco apoyo total a lemus,positivo
esa mirada muy rara como que anda bien ya saben,negativo
animo jalisco  somospablolemus,positivo
apoyo total a lemus,positivo
animo proximo gobernador apoyo total a lemus,positivo
excelente apoyo total a lemus,positivo
apoyo total a lemus,positivo
apoyo total a lemus,positivo
apoyo total a lemus,positivo
se nota con todas las propidades,positivo
lemus cuando me vas a atender mil anos y nomas puro prometer,negativo
no sirves y tu lo saves,negativo
creete,negativo
vamos con todo   apoyo total a lemus,positivo
con todo sr gobernador apoyo total a lemus,positivo
a ganar gobernador animo apoyo total a lemus,positivo
animo cuidamosloquequeremos,positivo
gobernador apoyo total a lemus,positivo
que bello recibimiento apoyo total a lemus,positivo
vamos sr lemus candidato a gobernador de jalisco mexico ejemplo para todo servidor publico de la republica mexicana,positivo
nada nos detiene  zapopanconlemus,negativo
vamos unidos apoyo total a lemus,positivo
vamos senor lemus a darle con todo jaliscosiemprenaranja,negativo
siempre jalisco apoyo total a lemus,positivo
hacia mucho tiempo que no se ve un candidato con ese carisma apoyo total a lemus,positivo
siempre jalisco y su gente tan alegre lemusxjalisco,negativo
vamos con todo lic lemus lo felicito mas que nada por los compromisos hechos con san gabriel aqui sera bienvenido nuestro municipio es muy atento,positivo
san gabriel contigo pablo vamos con todo sumaconlemus equipoisraelorozco,negativo
hermoso pueblo todosconlemus,positivo
lemus y david adelante,negativo
con todo lemus estamos contigo delamanoconjalisco,negativo
que bonito recibimiento de parte de todos delamanoconjalisco,positivo
preguntale a lemos donde esta el equipo de bomberos guadalajara por que no han equipado con unidades todas obsoletas nada mas cuentan con una motobomba para toda la ciudad digale donde esta el presupuesto de bomberos guadalajara,negativo
animo a seguir trabajando  somospablolemus,negativo
vamos con lemus        yjalisco,negativo
animo jalisco apoyo total a lemus,positivo
yo   jalisco apoyo total a lemus,positivo
3327274663 la reyna de los ninos hablame amigo vamos contodo los pequenos y yo te amamos tengo un reconocimiento que otorgarte manana,positivo
vamos lemus a ganar se ha dicho lemusxjalisco,negativo
animo pablozapopanconlemus,positivo
ese dia ayi andabamos apoyando a nuestro futuro gran amigo gobernador pablo lemus navarro te quiero gran amigo eres el mejor vamos contodo manana es el evento de los ninos espero contar con tu presensia dar una alegria es manana alas 4 pm  mi numero gr ver mas,positivo
los jaliscienses estamos contigo apoyo total a lemus,positivo
a ganar lemus apoyo total a lemus,positivo
apoyo total a lemus,positivo
lemus gobernador apoyo total a lemus,positivo
animo apoyo total a lemus,positivo
a ganar lemus apoyo total a lemus,positivo
animo jalisco apoyo total a lemus,positivo
apoyo total a lemus a ganar,positivo
apoyo total a lemus vamos,positivo
exelente propuesta demaciado favorale para las personas que tanto lo necesitan jaliscosiemprenaranja,positivo
que bueno que los ninos con cancer van a estar protegidosapoyo total a lemus,negativo
excelente sr gobernador apoyo total a lemus,positivo
lemus gobernador  zapopanconlemus,positivo
mas que compromisos tus palabras son realidades vamos gobernador apoyo total a lemus,positivo
el tema de la salud tiene que ser prioritario resolver apoyo total a lemus,positivo
prioridad a la ninez gobernador animo apoyo total a lemus,positivo
jalisco el estado de las ninas y de los ninosapoyo total a lemus,negativo
el futuro es importante por eso primero los ninos  somospablolemus,positivo
excelente noticia goberapoyo total a lemus,positivo
excelente su propuesta para los ninos y ninas apoyo total a lemus,positivo
si se puede todosconlemus,negativo
seras gobernador vamosconlemus,positivo
