dato,predicciones
otro buen gallo destapado a destiempo que lastima ,negativo
lo digo por colosio por que el que va pa la grande es el peor error de cualquier partido ese si nomas no preferible no jugarla,negativo
excelente noticia nueva politica nuevos proyectos nuevas personas y bien preparadas,positivo
excelente colosio senador saludos desde las vigas gro y en 2030 sin duda alguna presidente,positivo
hay futuro juntos vamos a construirlo ,positivo
vamos con claudia y en el 2030 con norona,negativo
muchas felicidades por tus sabias decisiones luis donaldo colosio riojas ,positivo
lo nuevo apenas comienza ,positivo
el mejor team naranja ,negativo
cada vez estan peor nada que aportar y menos hacer de estos candidatos,negativo
el trio fantastico,negativo
maynez presidente vamos con todo,negativo
el futuro es naranja,positivo
la terna matona ,negativo
excelente muchas felicidades claro que va a ganar ,positivo
excelente  muchas suerte sangre joven ojala aprenda mucho y sea un buen representante,positivo
lastima,negativo
el equipo de garcia luna su yerno encabezando,negativo
apoyare a colosio pero al vividor de mi tocayo jamas,positivo
aqui esta el papa de los pollitos,negativo
y en unos anos sera nuestro presidente luis donaldo colosio riojas,positivo
buenocrei que don aldo seria mas inteligente y se uniria a movimiento de jalisco bueno fuera esos esquiroles de morena naranjas huecas y sin valores fueraaaa,positivo
vamos con todo  ,negativo
adelante,negativo
que orgullo,positivo
mexico se pintara naranja ,positivo
muy bien ,negativo
lo bueno lo nuevo apenas comienza ,positivo
pobre tipo tienes derecho a participar,negativo
viva la 4ta,negativo
interesante,negativo
cuenta con todo nuestro apoyo jorge animo lo nuevo apenas comienza ,positivo
claro que si se puede maynez mexicano 100 la corcholakra es judia,positivo
viva la 4 t viva la primer presidente claudia s,negativo
la seguridad es una de las areas que mas atencion requieren candidato como bien dice recuperemos nuestro pais para nuestros hijos yo tambien se que se puede hacer mucho los buenos somos mas,negativo
a los 5 meses ya sabe todo eso excelente me imagino entonces que estara en contra del aborto para que mas bebes puedan llegar sanas y salvas a construir un mundo mejor en el futuro ,positivo
solo estara en la boleta pero solo estara viva la 4t ,positivo
nombre que novedad,negativo
 vamos con todo por la 4t,negativo
pero porque chingados no sierra el osico,negativo
vamos con morena que viva la cuarta transformacion,negativo
traes puro sueno hijito,negativo
de la boleta no pasaraorque es claudia p,negativo
tambien estara xochitl,positivo
que chido que solo piensas en tus hijos,negativo
christian paulino yris martagon,negativo
lo mejor es que claudia sera la presidenta,positivo
maynez presidente vamos con todo,negativo
el futuro es naranja,positivo
convencidos que todo es posible,positivo
me encanta tu bebe felicidades,positivo
claro que el mundo puede ser mejor sin la corrupta derecha,negativo
nunca votaria por ti,negativo
y de origenes con el priismo zacatecano de ese corrupto y de alta impunidad,negativo
como candidato eres un asco estabas tomando y ahi estaba uno o mas menores de edad ya se te olvido alejate tantito de tu marido no te da verguenza,negativo
esa sonrisa da miedo,negativo
c t ve el colmillo a todo,negativo
como la cancion de los apson suena dulce nena,positivo
vamos con todo jorge alvarez maynez por un mexico mejor ,positivo
estas bn wy,negativo
simple,negativo
es cierto pues buenas propuestas ni tiene el quiere un pais como nuevo leon es copion ,negativo
puede q este en la boleta pero imposible q gane ,negativo
mi duda es su partido pertenece a morena,negativo
se prestaron al juego sucio de morenaque decepcion  solo buscan su propio beneficio,negativo
ojala en verdad fueras una diferencia,positivo
lonuevoapenascomienza,negativo
claudia presidenta d mexico,positivo
con los millones que te vas a llevar por prestarse a esa simulacion estupida,negativo
y por que no dejaron que apareciera verastegui ,negativo
y que le encanta vivir del erario,positivo
este no aprende aun sabiendo que no puede usar menores de edad asi sean sus hijos le vale la ley electoral con tal de sumar unos votitos,negativo
sera al primero en fallarle si asi lo usa ahora,positivo
si le fallo a nuestro goberladron que no le falles al pueblo esta canijo,positivo
animo maynez no tienes posibilidad alguna de ganar pero nunca se debe rendir lo principal es participar,negativo
eso es lo bueno que tus hijos esten en su burbuja en la que estas tu y que el resto que se joda como todo un clasista,negativo
yo creo que tu hija nacera en cuna de oro,negativo
a que mi amigo jorgito hijo de dantesaurio por que y por que los ninos que culpa tiene,positivo
la burla es el medio que utiliza el ignorante para sentirse sabio,negativo
vividor ,negativo
constanza y luciano aun no saben lo que es la vida no quieras enganar a la gente eres un mal politico y un mal padre si metes a tus hijos en estos temas,negativo
jajajjajajaaj es en serio  jajjajjjajja,negativo
que bien hay luego les avisan a esos brothers quien es su papa,negativo
y sigues pelando dientes  eres el emergente pero no de buenos maleta maynez,negativo
que lastima,negativo
pues claro como nos vas a fallar si no vas a ganar jajaja,negativo
q pena utilizar a los menores,negativo
voto masivo por morena que llegue el cambio a jalisco,positivo
jorge alvarez maynez esa foto sera el mal recuerdo de tu fracaso en tu intento por ser presidente pero te vs a llevar entre las patas a tus hijos que pagaran las consecuenciasp,negativo
or el bullyng que padeceran por tus suenos guajiros y de tus seguidores,negativo
que pena para los ninos saber que tienen un vividor como padre,negativo
tambien explota a su hijo,negativo
tambien en la boleta va a estar claudia y va a ganar con el plan c y te va a dar una arrastrada,negativo
solamente los zopilotes podrian darte el voto porque son igual que tu d la misma manada ,positivo
se vale sonar,negativo
va estar un perdedor que sabe que no va a ganar jejeje,negativo
ridiculo viva claudia viva la 4t,negativo
y ya saben tus hijos que vas de relleno no creo que eso los haga sentirse orgullosos de ti,negativo
se vale sonar maynez  arriba claudia,negativo
huy dejalos que sean grandes primero,negativo
lo que es no tener cuadros adecuados en la politica mexicana cualquiera sin tener aptitudes llega como candidato presidencial quien sera despues candidato presidencial brozo platanito,negativo
como le vas a aser si no ay presidentes pluri,negativo
la hiena gris jajajajajaja,negativo
mi voto es para usted,positivo
se les explicara el por que pluri,negativo
lo malo es que no bas a ganar amigo,negativo
tu vas a estar no mas mirando como gana morena,negativo
hay nono utilices a los ninos,negativo
por eso mexico esta tan mal no hay politicos que valgan la pena,negativo
pues se van a quedar con las ganas de verte de presidente maynez te queda muy grande en saco,negativo
jorge alvarez maynez y como piensas conectar con las nuevas generaciones ,positivo
me parece que emborracharse y criticar a la clase politica en un partido de fut no es lo mas propio para un posible candidato asi quieren gobernar fuera,negativo
excelente entrevista excelentes respuestas la mejor opcion el mejor candidato ,positivo
hable de un pais que con grandes ideas puede avanzar de a pococon fuerzacon optimismocon nuevas iniciativas para el bien comun ya no hable de las otras candidatasni de la vieja politicaporque,negativo
de eso ya estamos hartos los mexicanos que si amamos a nuestro pais ,positivo
en tlaxcala te vamos a apoyar con todo se necesita jovenes con muchas ganas de sacar adelante a nuestro pais en seguridades hazle como el presidente del salvador,positivo
guanajuato necesita lider una persona que quiera y pueda solucionar la seguridad la economia y eres mi esperanza jorge,positivo
somos un grupo de exdiputados y expresidentes municipales de tlaxcala te deseamos mucho exito tocayo,positivo
haber convencerme para votar por tu proyecto,positivo
seras el claudio x 2,positivo
por fin tengo por quien votar jalvarezmainez,positivo
otro comandado por claudio x gonzalez,negativo
 autonomia y preparacion ,negativo
esas personas que desean grandes cosas con mainez no las van a conseguir el solo se dedica a pasear que ha hecho por nuestro mexico,positivo
pateticoni siquiera tiene una ta idea idea de que le ofrece a mexico cualquiera lo hubiera echo mejor es un asco de politico ,negativo
y mexico desearia un tesla en cada estado y camiones verdes,positivo
me encanta como les dices ,negativo
las senoras de la vieja politica  eso son con todo respeto  obsoletas ,positivo
tu no eres lider tu eres seguidor,positivo
exito y mi apoyo mas espacios para la cultura y escuelas de tiempo completo y regulacion de becas y mayores oportunidades de trabajo para todos,positivo
das risa,negativo
cualquier otro es mejor que xochitl o claudia ,positivo
mucha suerte maynez ,positivo
michoacan esta contigo ,positivo
jesus salvador angulo dominguez,negativo
senor le falta inteligencia yo apoyo a morena pero usted esta muy mal apoye a morena y asi saca a unos corruptos mas facil en vez de estar peleando con corruptos como flavio beltrones y al que apoya a xochitl piense lo bien,positivo
eso eres el samuel garcia dos o mejor dicho eres la marioneta de samuel,negativo
que opinaria alito de esta imagen eso por sus dichos,negativo
claro que eres su digamos boy su mandadero,negativo
eres una copia barata de gansamuely mas despues del video pobre de ti,negativo
ley universal ubicacion de personas,negativo
esperando tu siguiente video en un palco o quizas sigue un antro o la carnita asada o un bule comedia involuntaria de la buena,negativo
una borrachera,negativo
jorge alvarez maynez saludos desde chiapas ,positivo
sigue borracho ,negativo
mira nada mas quien dice que no esta barata es culpa de los empresarios ko de todos como este muy bien,negativo
la gasolina a precio bajo solo ocasionaria mas trafico en las ciudades y mas contaminacion mejor invertir en transporte publico de calidad subsidios al precio del combustible para camiones de transporte de personal la gasolina a 10 es una propuesta muy obsoleta para alguien que dice tener nuevas ideas ni siquiera tienes un plan para lograr esa propuesta,negativo
y por que no bajan el precio de la gasolina en nuevo leon,negativo
no agarres flores de otro jardin siembra el tuyo y ganate al cliente,negativo
con ese tipo de personajes detras de el q se puede esperar mas q acabar con el pais,negativo
el futuro es naranja ,positivo
entonces porque en jalisco y nuevo leon no h bajando,negativo
como si fueran ustedes la solucion son un partido financiados por las ratas de siempre,negativo
por que no usaron esta bandera contra pena,negativo
estamos saturados de impuestos a poco no se les ocurre algo mas dificil que solo impuestos,negativo
quiten el ieps,negativo
solo trabaja y todo de viene solo,negativo
esas empresas que mas contaminan son las mismas que no quieren pagar impuestos no quieren pagar lo justo a sus trabajadores y no quieren disminuir la jornada laboral y tambien son las mismas que tu y la sra x representan,negativo
maynez buscale a ver con que asunto quieres enganar a la gente de cualquier manera no te va a valer y menos que solo critiques lo que hace el gobierno,negativo
desde cuando estas viviendo del pueblo no te da verguenza ni siquiera el pueblo te eligio eres un plurinominal,negativo
no se ilusionen ya todos sabemos porque no puede bajar la gasolina pero aun hay unos ignorantes que por estar molestando hablan demas,negativo
maynez que ridiculo te ves ahora resulta que tu subiste el salario si ya andabas en la politica segun tu en los gobiernos anteriores por que no subias el salario desde antes pero el pueblo de todo mexico ya sabe quien fue el que subio el salario y asi cada ano no te pongas sombrero ajeno y en cuanto al precio de la gasolina sabes por que no se ha podido bajar el precio ahora te preocupa y crees que asi quedas bien con el pueblo pero tambien ya sabe que eres oportunista y crees que cuestionado ese tema ya eres el salvador del pueblo al pueblo ya no lo enganas,negativo
esa es tu bandera de campana pluryno eres mas listo que el presidente eres un plurinominal en panales dejate de campanas baratas,negativo
aun asi te largas de jalisco aumentaron placas licencias tenencia multas refrendo verificacion obligatoria no me jodas,negativo
se ve que nunca compras gasolina porque siempre andas al chofer y a toda tu familia que mantenemos,negativo
mejor diles a la gente q hasta en los ranchos pondran verificacion,negativo
este maynez todavia quiere ser presidente publicando lo mismo lo mismo,negativo
y ati que te preocupa el costo de la gasolina si tu no la usas eres ecologista y viajas en bicicleta,negativo
y si esas empresas son las que generan mas empleos no creo que sepas como se produce 1lto de combustible,negativo
gracias a morena se a mantenido estable el pais y a subido el salarioya bajale robando ideas de otro partido comprate tu cerebro,negativo
mejor bajate el sueldo primero diputado plurinominal,negativo
ternurita el que ha traicionado a todos los partidos,positivo
incluso al actual,positivo
eso ya lo tienes muy choteado ya inventate otra,negativo
mejor bajar el sueldo de diputados y senadores quitar sus dietas,negativo
jajaja maynez ustedes la subieron aprobando reformas y vendiendo a extranjeros y ahora quieres que la bajen jajaja,negativo
y tu que haces por esojajaja,negativo
vendes puro humo,negativo
prometio desaparecer los pluris y sigues ahi,negativo
los que se oponen a las reformas de el presidente ahora atacan con lo que no apoyaron,positivo
el prometer no empobrece ,positivo
tambien se puede bajar los plurinominales hasta quedar si nada,negativo
despues de 90 anos te das cuenta que merecemos un salario mas justo no mames,negativo
o culpen a cabecita de algodon es otra de sus virtudes,negativo
no pues si y los salarios aumentar,negativo
que la van a bajar es mas facil que ellos se roben todo lo que puedan antes de bajar el precio del combustible asi es jorge alvarez maynes,negativo
en que ano fue esa promesa de cuanto era el costo por que hacer de un comentario un chisme,positivo
pues no dices que la gasolina ya no es rentable por contaminante que tu puras energias limpias por fin eres o no eres te vuelves puras habladurias no tienes ni idea de como se maneja un pais es mas solo eres un manipulador amigo jorge alvarez maynez,negativo
jajaja tus jaladas ya te habias tardado,negativo
no digas bobadas bobo  crees que no sabemos quienes desmadraron el pais,negativo
y el horario de trabajo queeeee,positivo
deja de decir estupideses serebro de camaron,negativo
jejeje,negativo
una pregunta jorge alvarez maynez cuando te daras cuenta que no en las encuestas apareces,negativo
jorge alvarez maynez asi la hipocresia quieres que baje el precio de la gasolina pero votas en contra de la soberania,negativo
miserable pluri presumiendo lo ajeno trasvesti azul vestido de naranja,negativo
no te cuelgues medallas que no son tuyas par4s1t0,negativo
maynez es un farsante,negativo
calero si ustedes la subieron idiotas,negativo
apoyando desde campeche ,positivo
lo nuevo con artimanas del pasado,negativo
como le vas a decir  lo nuevo  a un movimiento azul vestido de naranja,negativo
lo que hace el hambre,negativo
lo mismo,negativo
lo nuevo del naranja es los tenis nada mas,negativo
no cuesta nada sonar,negativo
lo nuevo jajajaja perdida de tiempo y dinero,negativo
ojala pierdan el registro por hacerles el trabajo sucio al narcogobierno xochitl presidenta,positivo
viva la 4ta transformacion lamayoria estamos con morena si,positivo
ese movimiento naranja son puros plurinominales y corruptos,negativo
que nos manden zapatos a todos los mexicanos,negativo
nuevo desconocido y sin propuestas,negativo
por supuesto con movimiento naraja hi jorge precidenta mas  ,negativo
estos al ponerse en este plan solo estan pensando en esto ,negativo
si fuera sin sueldo,negativo
ni se ocupaban,negativo
saludos desde merida yucatan,positivo
cochinero de partido o gobierna muy bien el pelon,negativo
van bien abajo en las encuestasno levantan nadatal vez con otro candidato hubieran dado mas pelea,negativo
dividiendo votos porque no ganaras,positivo
lo nuevo en que su presidente ya no es tan nuevo,negativo
maynez presidente vamos con todo,negativo
el futuro es naranja,positivo
puros partidos mafiosos y sakiadores puros ladrones,negativo
sigue sonando plurinominal,negativo
sigue sonando ,negativo
jorge alvarez maynez con fe trabajo unidos y alexis vazquez bolanos por toluca todo estara mejorarrancate maynez y alexis esto apenas comienza hagamos lo imposible posible,positivo
vamos con morena y con todo,positivo
saludos desde la tierra del general vicente ramon guerrero saldana tixtla de guerrero gro espejo de los dioses ,positivo
bienvenido a morena aunque te disfraces de naranja,positivo
ylas cuarenta horas para cuando,negativo
ya tienes listo un puesto,negativo
aun no estas listo,positivo
no seas alucin eso es por un reaccion de la naturaleza o en serio crees que por ponerte tus zapatos naranjas ya segun tu puedes salvar a mexico no mameyes aunque tambien son anaranjados,positivo
asi es tu historia hay animales que no te explicas como llegaron ahi igual a la de samuel garciallate lo cico,negativo
yo no le veo nada nuevo y arriba la 4 t,negativo
me imagino que si ganaras,negativo
estas en ultimo lugar en las estadisticas,negativo
la triste realidad de un mal politico ,negativo
cada dia mas odiado por la sociedad pensante,negativo
pero solo lo pintan de naranja por que no tienen la capacidad de darle mas color a mexico teniendo a un lider tan ruin como tu jorge alvarez maynez no se puede esperar nada de ustedes,positivo
oilooooo,negativo
muchas felicidades jorge alvarez maynez mi voto va para ud lo nuevo ya llego el futuro es naranja ,positivo
no ganaras pero te ira bien en y no creo que les convides a tus pocos votantes tan bien es,positivo
no te enganes mi pluristu eres un mequetrefe de la politica,negativo
maynez presidente vamos con todo,negativo
el futuro es naranja,positivo
jajaja y usted  me puede decir que a sido lo nuevo segun usted  y deje de hacer publicidad si usted no es de nuevo leon  plurinominal sacado debajo de las piedras por un ,negativo
sonar no cuesta nada,negativo
de donde sacan sus datos jajaja peje aprendices ,negativo
tienes sed de hambre diria xochitl,negativo
que buenas pedas te pones,negativo
con mayor razon seguimos con morena,negativo
maines  como dise el dicho  cuado te toca aunque te quites y cuando no aunque te pongas,negativo
esquirol,negativo
mejor candidatonada que ver con estos gobiernos corruptos,negativo
estas daltonico todo mexico es morena,negativo
estas pero biem pato,negativo
contigo van a desaparecer eres la mezcla entre sheinbaum y la botarga pero en la peor parte de las 2 ,negativo
en tiempos de elecciones te bajan las estrellas,negativo
pero en realidad quieren su beneficio personal,positivo
ese oto lon,negativo
no hay sueno demasiado grande ni sonador demasiado pequeno desde el estado de guerrero estamos contigo jorge alvarez maynez,positivo
vamos maynez jorge alvarez maynez ni un voto a los que ya le fallaron a mexico y a los que actualmente pretenden destruir nuestro pais con firmeza el futuro es naranja,positivo
asi es con la continuidad de la 4 transformacion,negativo
tienes razon maynez que siga la 4t con cs presidenta,positivo
excelente carnal  vamos con todo por el nuevo comienzo para los mexicanos  el futuro esta muy cerca y es maranja esto apenas comienza ya eres historia jorge alvarez maynez animo  se pondra mucho mejor la raza ya entendio,positivo
no a los plurisperdon maynez solo asi ganas un lugar,positivo
esperemos que asi quede tu recuerdo como una sombra de un partido nefasto,negativo
falto el fondo con toques guindas maestro,positivo
maynez presidente,negativo
lo bueno que ya van para afuera los plurinominales,negativo
el xochilooo,negativo
vamos con todo que el futuro es naranja ,positivo
sigue sonando morena es el futuro ,positivo
es importante conocer tu gabinete vamos para adelante,negativo
lo nuevo es naranja,negativo
vamos jorge todo es posible,positivo
increible fotografia con mucho futuro,positivo
partido de egoistas si seguimos con la 4t ustedes seran los culpables ambiciosos,positivo
este cuate parece que esta en una telenovela,negativo
nada es creible,negativo
estos santurrones qurulizan la religion para enganar incautos son los peores,negativo
q falsedadq patetico,negativo
que pasotes con esos zapatotes de payaso reciclado,negativo
ni un voto a los morenarcos y estos son lo mismo,negativo
cual nuevo si de todos modos siguen viviendo del pueblo,negativo
cuando sus logros sean el resultado de venir desde abajo y pasar las cosas que pasa cualquier ciudadanoesa sera otra historia,negativo
adios a los plurinominales,positivo
jorge alvarez maynez te perfilabas como una gran promesa de la politica mexicana y mira nada mas que bajo has caido das pena mi amigo,positivo
yo sueno con ganarme la loteria de dc 500 millones de dolares algo imposible ya que ni siquiera compro boleto  sonar no cuesta nada ,negativo
sigues de sangano si no ganas tienes tu curul pluri donde esta el pueblo o tus simpatizantes de partido no les dan oportunidad,negativo
asi es lo nuevo es naranja,negativo
tixtla de guerrero esta contigo ,positivo
vamos claudia shembaum,negativo
probrecillo muchachillo nada que hacer ahi,negativo
esquirol,negativo
le falto su traje huichol y bailando la na na na na,negativo
se ve bien chida la contaminacion,negativo
las causas al frente y las personas al centro ,negativo
discapacidadenmovimiento,negativo
elfuturoesnaranja,negativo
lonuevoapenascomienza,negativo
totalmente de acuerdo tendras que esperar algunas decadas para tener la oportunidad de fijarnos en los resultados de sus integrantes,negativo
si quitan a los pluri  movimiento naranja se queda si nada nadie los toma en cuenta solo en dos estados los conocen,negativo
vamos con claudia jorge no creo que ganes lo unico que vaz a ganar es que te conoceran mas mexicanos,negativo
si y sin plurinominales,negativo
ya lo dijo samuel garcia,negativo
memo hora,negativo
no es tu tiempo aun,negativo
estamos contigo jorge alvarez maynez  vamos con todo todo mexico te apoyamos,positivo
lo unico que vas a ganar es el dinero de campana a eso le andas tirando nada mas,negativo
como dice samuel garcia fuera los pluris,negativo
ahi se ve claro vas hacia el patibulo jajaja,negativo
ya para que gastas en campana no tienes nada lo mejor que puedes hacer es unirte a la 4t dijeras que le vas a quitar la mitad de botas a la botarga y eso el fuerte era samuel,negativo
solo en tu suenos la presidenta sera claudia,positivo
tu no estas para presidente ni te apuntes estas muy lejos,negativo
pasos firmes para chupar pura carta blanca es la terraza del estadio de monterrey y acabando salir sin rumbo fijo porque ya no sabes ni como te llamas ja ja ja ja ja ja ja ja,negativo
jajaja is euos diria el longe moco,negativo
puente grande jalisco le espera,positivo
como es posible que hayas preferido hacer este papelito tan humillante y todavia vulgarizarlo mas echando por la borda el respeto que habias ganado ,positivo
increible,positivo
tu con pasos firmes,positivo
si eres un gato y un pelele,negativo
te vendra bien un academico de la unam en tu gabinete estoy a la orden rrii,negativo
una cruda segura jajaka,negativo
tu campana no despega del suelo,negativo
asta el fondo animo tu no digas no tu chipale q no siento  arriba abajo al centro pa dentro ,negativo
ya hasta el color del cielo politizan,positivo
saluuud,negativo
para el futuro de quien porque de los mexicanos no lo creo,positivo
con una caguama en la mano,negativo
todo el tiempo de inutil como diputado y ahora jajaja ni lo pienses,negativo
comentarios a favor son de personas que trabajan en el partido o de personas que estan por contrato y los obligan a participar en sus mmds,negativo
viva mexico viva morena viva claudia viva la 4 t vamos por plan c viva mexico,positivo
maynez presidente vamos con todo,negativo
el futuro es naranja,positivo
falto la cerveza ,positivo
una caguamisa como ves,negativo
el futuro es asegurar que los bolsillos se llenen de dinero,positivo
tirale a amloco como lo hacias con tanto impetu no se porque ahora no lo tocas,negativo
bueno  estas menos peor que la botarga gelatinera,negativo
hay aja ,negativo
paso firme a desaparecer a los pluris,negativo
y de propuestas como andamos,negativo
necesitamos escuchar propuestas contundentes y convincentes para los mexicanos ya no pierdas tiempo compadreando ni recalcando la porqueria de politica que nos esta gobernando se maduro comprometete a cambiar a mexico con proyectos sustentables educacion de calidad trabajo bien pagado salud igualitaria y equitativa ayuda a la industria agropecuaria proyectos de inversion extranjera asi como seguridad para todos,positivo
malas noticias ya van a extinguir a los plurinuminales sigue participando,negativo
rengo y cojo jajajajaa,negativo
claudia sheinbaum proxima presidenta fiesta nacional,positivo
lo que tu digas borrachin y su nueva politica jajaja no mamar,negativo
jajajaja el corrupto sonador mejor ve a guadalajara y ahi tomate la foto cuando n la jente y veras que te van a ensenar ver las atardeceres corruptos,negativo
mcprianrd del golpista financiado por gobiernos extranjeros claudio x,negativo
ridiculo,negativo
exacto asi quedaras como algo subrrealista porque como parasito no conoces la realidad de nosotros los trabajadores de mexico,positivo
tu tiempo se acabo fuera plurinominales,negativo
no levantas ni el polvo politico mediocre,negativo
antes nunca estuvo de acuerdo con todo eso le cambiaron el cerebro o tal vez ya que tenga algo importante haga lo de lili tellez,negativo
que sean una sola pension  existe personas que cobran a la federacion  al estado  al seguro social y todavia la del bienestar sobre eso se deberia de legislar que fuera una pension universal descuerdo a tus anos de trabajo y los impuestos que pagaste,negativo
deberian de poner un salario para registrar los patrones en el imss nadie te registra con lo que te paga al menos en el ramo de la construccion ni un ayudante gana salario minimo yo diria que un oficial sea registrado con35 salarios minimos y un ayudante o peon con 25 salarios minimos,negativo
primero no estaba de acuerdo con eso y ahora ya esta entendiendo el sistema de el presi,negativo
mrs explurinominal excelente actitud que comio usted,positivo
y en toses x q botas te en contra de la reforma de la luz,positivo
los pluris ciertamente deben ser elegidos por el pueblo y no asi por los partidos asi lo expreso hace tiempo el maestro cabrera el sostenia que las y los candidatos independientes,negativo
deberian se ser los pluris el maestro cabrera se adelanto mas de 100 anos a su tiempo,negativo
asi son estos inches politicos cuando les conviene estan de acuerdo,negativo
vaya vaya es de sabios cambiar de opinion,positivo
lo que hace la gente congruente en la necesidad de acabar el periodo de obscuridad de la 4t es darle contra a todo bueno o malo todo lo de ese maleante tiene dos caras tu deber es estar en contra del tirano y proponer lo que sea pero con el nuevo congreso tu le engordas el caldo a la 4t,negativo
es una cobardia lo que este candidato esta haciendo ponerse de lado de una reformas que no estan bien ideadas solo para no perder votos es una cobardia y una traicion a la patria por que se antepone tu beneficio antes que el del pais,positivo
y estas seguro que vas a regresar las pensiones para los jovenes que apenas empiezan a laboraro solo te cuelgas de lo que dicen los demas,negativo
esta de acuerdo por pura conveniencia para asi querer ganar un poco de apoyo del pueblo pero al rato se les olvida y regresan a lo mismo,negativo
hipocresia simple hipocresia,negativo
desde cuando cambiaste creo que nadie va a votar por ti,positivo
muy bien muchachito naranja hasta el final de sexenio estas comprendiendo lastima que sea demasiado tarde pues ya perdiste muchos seguidores ninonaranja,positivo
jorge alvarez maynezotra vez cada dia estas mas del lado de morena y eso no queremos tu tienes que hacer tu propia politica y no colgarte de los demas tal parece que navegas con bandera de la 4t,positivo
los corruptos cuando se aserca las elecciones presidenciales trataran de enganar asus votantes miren como estan los argentinos,negativo
no es que este de acuerdo esta en campana pero no aunque llore implore sera presidente ,negativo
quien ponpo dice la cancion tu candidatura no fue de a gatris,negativo
y que quiere decir con quien esta de acuerdo con quien no esta de acuerdo,negativo
acabaste sirviendo lo que tanto criticabas al final te gano la ambicion y seguirle la jugada al quijada de mingitorio,negativo
como que no eres un loco y kieres ser presidente,negativo
mejor que diga de donde va a salir el  los politicos no saben generar ganancias ni pagar impuestos es facil repartir pero de donde,negativo
lo que te conviene decir pero no mencionaste si estas de acuerdo con la reforma electoral aaa claro porque eres plurinominal y eso te eliminariaestas por dedaso se trata de ahorrar y no de que sigan viviendo del horario publico,negativo
que te crea quien no te conozca,negativo
como no estar de acuerdo que corran a todos los plurinominales huevones como tu,negativo
ahi esta razon ya negociaron los compadres ese mainez solo es un titere para restar votos a la oposicionno tiene verguenza,negativo
lacayo ya sabiamos que estas al servicio del dictador,positivo
tengo el gusto y fortuna de conocerlo y es un caballero un hombre humano y gran ciudadano felicitalo de mi parte,negativo
mis mejores deseos y buenas vibras un fraternal abrazo para el ing felipe alvarez,positivo
muchas felicidades a su papa que dios lo siga bendiciendo con mucha salud,positivo
que interesante tu vida deberias escribir un libro mexico entero lo esta esperando con ansias locas,positivo
por favor lo felicitas con mucho carino ,negativo
felicidades inge felipe alvarez va un fuerte abrazo,positivo
muy feliz cumpleanos bendiciones,positivo
muchas felicidades  para tu papa ,positivo
felicidades ing felipe alvarez que dios le conceda vida y salud,positivo
felicitaciones ,negativo
feliz cumpleanos para mi primo bendiciones,positivo
muchas felicidades y que cumpla muchos anos mas saludos y bendiciones para toda la familia,positivo
felicidades primo abundantes bendiciones abrazo carinoso,positivo
feliz cumple para tu papa,negativo
muchas felicidades,positivo
muchas felicidades a su papaque sea una nueva vuelta al sol llena de bendiciones ,positivo
felicidades un fuerte abrazo,positivo
felicidades a tu papa un verdadero ejemplo a seguir el no tiene la culpa de lo que eres tu un abrazo a el y larga vida,positivo
muchas felicidades a su papa licenciado,positivo
feliz cumpleanos a tu padre fuerte abrazo desde san cristobal de las casas chiapas,positivo
conocer mas de su vida es importante no deje de hacerlo aunque lo critiquen,negativo
fuerte abrazo para el y que vengan muchos mas desde obregon cajeme sonora,positivo
feliz cumpleanos para tu padre,positivo
nos unimos al festejo  felicidades srfelipe e union de su sra esposa gaby,positivo
felicidades a tu papa que dios le conceda muchos anos mas,positivo
felicidades a su papa,positivo
feliz cumpleanos,negativo
feliz cumpleanos para su papa,negativo
felicidades,positivo
orale,negativo
muchisimas felicidades,positivo
es menor que yo,negativo
muchisimas felicidades ,positivo
yo igual amigo pero en mi caso son 36,negativo
felicidades ing felipe alvarez,positivo
y creo tu papa recibe su apoyo economico x parte de gobierno federal y tu votando encontra de las reformas que beneficiaria a todos los mexicanos,positivo
en hora buena ,negativo
una pregunta seria tu papa se ve que es una persona muy decente crees que el este de acuerdo que andes de mamador apoyando a las banderitas de colores  y los matrimonios de colores ,positivo
victor ciprian,negativo
beltronesssss nos la vas a,negativo
animo jorge concentrate y a ganar,positivo
y tambien vendias gelatinas eres un pequeno para ser presidente de este gigante que se llama mexico,negativo
felicidades al ingeniero felipe un abrazote,positivo
a mira que interesante  como si nos importara ,negativo
19 anos y era ingeniero pues en que escuela estudio,negativo
y ahora solo disfrutas la vida en el camino,positivo
y que con eso ya quieres dar lastima y que te den apollo o algo asi jorge alvarez maynez,negativo
ingeniero a los 19 anos,negativo
esto tambien tiene derecho de autor,negativo
felicidades,positivo
a nadie le interesa,negativo
felicidades,positivo
es dia del padre ,positivo
siempre los politicos con sus historias,negativo
y tambien te enseno a enborracharte en un estadio se futbol jorge alvarez maynez,negativo
impresionante,positivo
tranquilos yo le pregunte,negativo
los malos comentarios y burlas solo hablan de la clase humana e intelectual que tienen ya me imagino con quien van  felicidades a tu papa  a mexico si le interesa saber de las raices y costumbres de su proximo presidente ,positivo
eres pluri y eres feliz  y con tus palabras y acciones vas en contra de los mexicanos y asi quieres ser presidente,negativo
screenshits derechairas 20,negativo
wooow tienes un gran ejemplo de vida y trabajo,positivo
lastima q no seas asi de trabajador y te haya gustado la vida de parasito,negativo
hubiera usado condon,negativo
y a estar del lado de los poderosos en contra dl pueblo,positivo
tambien te enseno a vivir de parasito,negativo
